1470666751680: 	acted on	innerText
1470666751769: 	sub-instrument	start	mover	true
1470666777217: 	moved	image-46	to	{"x":410,"y":434}
1470666777225: 	moved	image-46	to	{"x":416,"y":427}
1470666777232: 	moved	image-46	to	{"x":420,"y":421}
1470666777247: 	moved	image-46	to	{"x":424,"y":416}
1470666777252: 	moved	image-46	to	{"x":428,"y":411}
1470666777258: 	moved	image-46	to	{"x":431,"y":406}
1470666777268: 	moved	image-46	to	{"x":435,"y":401}
1470666777275: 	moved	image-46	to	{"x":438,"y":395}
1470666777282: 	moved	image-46	to	{"x":440,"y":389}
1470666777292: 	moved	image-46	to	{"x":443,"y":384}
1470666777300: 	moved	image-46	to	{"x":447,"y":378}
1470666777308: 	moved	image-46	to	{"x":449,"y":373}
1470666777317: 	moved	image-46	to	{"x":451,"y":367}
1470666777325: 	moved	image-46	to	{"x":454,"y":361}
1470666777332: 	moved	image-46	to	{"x":456,"y":354}
1470666777342: 	moved	image-46	to	{"x":458,"y":349}
1470666777351: 	moved	image-46	to	{"x":459,"y":343}
1470666777358: 	moved	image-46	to	{"x":460,"y":338}
1470666777367: 	moved	image-46	to	{"x":462,"y":332}
1470666777375: 	moved	image-46	to	{"x":462,"y":327}
1470666777383: 	moved	image-46	to	{"x":462,"y":322}
1470666777392: 	moved	image-46	to	{"x":463,"y":317}
1470666777399: 	moved	image-46	to	{"x":464,"y":312}
1470666777409: 	moved	image-46	to	{"x":464,"y":307}
1470666777417: 	moved	image-46	to	{"x":464,"y":304}
1470666777424: 	moved	image-46	to	{"x":464,"y":299}
1470666777434: 	moved	image-46	to	{"x":464,"y":295}
1470666777442: 	moved	image-46	to	{"x":465,"y":291}
1470666777450: 	moved	image-46	to	{"x":464,"y":287}
1470666777459: 	moved	image-46	to	{"x":464,"y":284}
1470666777467: 	moved	image-46	to	{"x":464,"y":280}
1470666777476: 	moved	image-46	to	{"x":464,"y":277}
1470666777483: 	moved	image-46	to	{"x":464,"y":273}
1470666777491: 	moved	image-46	to	{"x":463,"y":270}
1470666777499: 	moved	image-46	to	{"x":463,"y":267}
1470666777508: 	moved	image-46	to	{"x":462,"y":264}
1470666777517: 	moved	image-46	to	{"x":461,"y":261}
1470666777530: 	moved	image-46	to	{"x":461,"y":259}
1470666777535: 	moved	image-46	to	{"x":460,"y":257}
1470666777543: 	moved	image-46	to	{"x":459,"y":254}
1470666777552: 	moved	image-46	to	{"x":459,"y":253}
1470666777558: 	moved	image-46	to	{"x":458,"y":250}
1470666777567: 	moved	image-46	to	{"x":457,"y":249}
1470666777574: 	moved	image-46	to	{"x":456,"y":248}
1470666777585: 	moved	image-46	to	{"x":456,"y":247}
1470666777591: 	moved	image-46	to	{"x":455,"y":246}
1470666777609: 	moved	image-46	to	{"x":454,"y":246}
1470666777625: 	moved	image-46	to	{"x":453,"y":245}
1470666777633: 	moved	image-46	to	{"x":452,"y":245}
1470666777641: 	moved	image-46	to	{"x":451,"y":245}
1470666777649: 	moved	image-46	to	{"x":448,"y":245}
1470666777659: 	moved	image-46	to	{"x":446,"y":247}
1470666777666: 	moved	image-46	to	{"x":443,"y":248}
1470666777675: 	moved	image-46	to	{"x":441,"y":248}
1470666777684: 	moved	image-46	to	{"x":440,"y":249}
1470666777692: 	moved	image-46	to	{"x":439,"y":249}
1470666777699: 	moved	image-46	to	{"x":438,"y":250}
1470666777734: 	moved	image-46	to	{"x":437,"y":250}
1470666777750: 	moved	image-46	to	{"x":437,"y":249}
1470666777775: 	moved	image-46	to	{"x":436,"y":248}
1470666777783: 	moved	image-46	to	{"x":436,"y":246}
1470666777791: 	moved	image-46	to	{"x":435,"y":243}
1470666777799: 	moved	image-46	to	{"x":435,"y":241}
1470666777809: 	moved	image-46	to	{"x":435,"y":239}
1470666777817: 	moved	image-46	to	{"x":436,"y":237}
1470666777826: 	moved	image-46	to	{"x":436,"y":235}
1470666777833: 	moved	image-46	to	{"x":436,"y":233}
1470666777841: 	moved	image-46	to	{"x":436,"y":231}
1470666777849: 	moved	image-46	to	{"x":436,"y":230}
1470666777859: 	moved	image-46	to	{"x":436,"y":228}
1470666777867: 	moved	image-46	to	{"x":436,"y":227}
1470666777875: 	moved	image-46	to	{"x":436,"y":225}
1470666777883: 	moved	image-46	to	{"x":436,"y":224}
1470666777891: 	moved	image-46	to	{"x":436,"y":222}
1470666777899: 	moved	image-46	to	{"x":436,"y":221}
1470666777909: 	moved	image-46	to	{"x":436,"y":219}
1470666777917: 	moved	image-46	to	{"x":436,"y":217}
1470666777925: 	moved	image-46	to	{"x":436,"y":216}
1470666777933: 	moved	image-46	to	{"x":436,"y":213}
1470666777941: 	moved	image-46	to	{"x":435,"y":212}
1470666777949: 	moved	image-46	to	{"x":434,"y":210}
1470666777958: 	moved	image-46	to	{"x":434,"y":209}
1470666777967: 	moved	image-46	to	{"x":434,"y":207}
1470666777974: 	moved	image-46	to	{"x":433,"y":207}
1470666777983: 	moved	image-46	to	{"x":433,"y":205}
1470666777991: 	moved	image-46	to	{"x":432,"y":204}
1470666778000: 	moved	image-46	to	{"x":432,"y":203}
1470666778017: 	moved	image-46	to	{"x":431,"y":201}
1470666778034: 	moved	image-46	to	{"x":431,"y":199}
1470666778041: 	moved	image-46	to	{"x":431,"y":198}
1470666778050: 	moved	image-46	to	{"x":430,"y":197}
1470666778067: 	moved	image-46	to	{"x":430,"y":196}
1470666778075: 	moved	image-46	to	{"x":429,"y":195}
1470666778084: 	moved	image-46	to	{"x":429,"y":194}
1470666778100: 	moved	image-46	to	{"x":429,"y":193}
1470666778109: 	moved	image-46	to	{"x":428,"y":193}
1470666778134: 	moved	image-46	to	{"x":428,"y":192}
1470666778425: 	moved	image-46	to	{"x":428,"y":193}
1470666778467: 	moved	image-46	to	{"x":429,"y":193}
1470666778534: 	moved	image-46	to	{"x":429,"y":194}
1470666778708: 	moved	image-46	to	{"x":429,"y":195}
1470666782205: 	start moving	image-80	from	{"x":88,"y":106}
1470666782342: 	moved	image-80	to	{"x":947,"y":442}
1470666782350: 	moved	image-80	to	{"x":946,"y":440}
1470666782367: 	moved	image-80	to	{"x":946,"y":438}
1470666782375: 	moved	image-80	to	{"x":946,"y":436}
1470666782384: 	moved	image-80	to	{"x":946,"y":435}
1470666782391: 	moved	image-80	to	{"x":946,"y":432}
1470666782399: 	moved	image-80	to	{"x":946,"y":430}
1470666782408: 	moved	image-80	to	{"x":947,"y":429}
1470666782417: 	moved	image-80	to	{"x":947,"y":427}
1470666782425: 	moved	image-80	to	{"x":947,"y":425}
1470666782434: 	moved	image-80	to	{"x":947,"y":423}
1470666782441: 	moved	image-80	to	{"x":948,"y":421}
1470666782450: 	moved	image-80	to	{"x":948,"y":420}
1470666782458: 	moved	image-80	to	{"x":948,"y":418}
1470666782466: 	moved	image-80	to	{"x":949,"y":416}
1470666782475: 	moved	image-80	to	{"x":949,"y":414}
1470666782483: 	moved	image-80	to	{"x":950,"y":412}
1470666782490: 	moved	image-80	to	{"x":950,"y":409}
1470666782500: 	moved	image-80	to	{"x":950,"y":407}
