1470156412439: 	acted on	sample
1470156413009: 	acted on	sample
1470156413912: 	acted on	sample
1470156434531: 	acted on	innerText
1470156434610: 	sub-instrument	start	shapes	true
1470156434626: 	activate	shapes
1470156435129: 	acted on	circle
1470156435172: 	sub-instrument	circle	shapes	true
1470156437800: 	shape started	{"x":1039,"y":126}
1470156438698: 	shape continued	360	circle
1470156438706: 	shape continued	362	circle
1470156438714: 	shape continued	364	circle
1470156438722: 	shape continued	366	circle
1470156438732: 	shape continued	368	circle
1470156438739: 	shape continued	370	circle
1470156438748: 	shape continued	372	circle
1470156438756: 	shape continued	374	circle
1470156438764: 	shape continued	375	circle
1470156438772: 	shape continued	376	circle
1470156438781: 	shape continued	377	circle
1470156438789: 	shape continued	378	circle
1470156438799: 	shape continued	379	circle
1470156438807: 	shape continued	380	circle
1470156438815: 	shape continued	381	circle
1470156438822: 	shape continued	382	circle
1470156438832: 	shape continued	383	circle
1470156438839: 	shape continued	384	circle
1470156438847: 	shape continued	385	circle
1470156438856: 	shape continued	387	circle
1470156437548: 	acted on	menu
1470156438401: 	acted on	innerText
1470156438549: 	sub-instrument	stop	shapes	false
1470156438564: 	deactivate	shapes
1470156481003: 	acted on	innerText
1470156481034: 	sub-instrument	start	shapes	true
1470156481051: 	activate	shapes
1470156481388: 	acted on	rectangle
1470156481427: 	sub-instrument	rectangle	shapes	true
1470156484077: 	shape started	{"x":1028,"y":472}
1470156484079: 	shape continued	10	rectangle
1470156484123: 	shape continued	10	rectangle
1470156484130: 	shape continued	10	rectangle
1470156484139: 	shape continued	10	rectangle
1470156484148: 	shape continued	10	rectangle
1470156484156: 	shape continued	10	rectangle
1470156484164: 	shape continued	10	rectangle
1470156484173: 	shape continued	10	rectangle
1470156484180: 	shape continued	10	rectangle
1470156484190: 	shape continued	10	rectangle
1470156484197: 	shape continued	10	rectangle
1470156484205: 	shape continued	11	rectangle
1470156484214: 	shape continued	12	rectangle
1470156484222: 	shape continued	13	rectangle
1470156484231: 	shape continued	14	rectangle
1470156484239: 	shape continued	15	rectangle
1470156484248: 	shape continued	16	rectangle
1470156484255: 	shape continued	17	rectangle
1470156484265: 	shape continued	18	rectangle
1470156484272: 	shape continued	19	rectangle
1470156484281: 	shape continued	19	rectangle
1470156484290: 	shape continued	19	rectangle
1470156484297: 	shape continued	20	rectangle
1470156484306: 	shape continued	20	rectangle
1470156484314: 	shape continued	21	rectangle
1470156484322: 	shape continued	21	rectangle
1470156484331: 	shape continued	22	rectangle
1470156484339: 	shape continued	22	rectangle
1470156484347: 	shape continued	23	rectangle
1470156484355: 	shape continued	23	rectangle
1470156484364: 	shape continued	23	rectangle
1470156484372: 	shape continued	24	rectangle
1470156484390: 	shape continued	24	rectangle
1470156484406: 	shape continued	24	rectangle
1470156484465: 	shape continued	24	rectangle
1470156485257: 	shape started	{"x":1122,"y":571}
1470156485258: 	shape continued	10	rectangle
1470156485298: 	shape continued	15	rectangle
1470156485305: 	shape continued	21	rectangle
1470156485315: 	shape continued	25	rectangle
1470156485321: 	shape continued	31	rectangle
1470156485330: 	shape continued	37	rectangle
1470156485340: 	shape continued	42	rectangle
1470156485347: 	shape continued	49	rectangle
1470156485355: 	shape continued	55	rectangle
1470156485364: 	shape continued	60	rectangle
1470156485372: 	shape continued	64	rectangle
1470156485380: 	shape continued	71	rectangle
1470156485389: 	shape continued	76	rectangle
1470156485397: 	shape continued	82	rectangle
1470156485405: 	shape continued	88	rectangle
1470156485417: 	shape continued	95	rectangle
1470156485422: 	shape continued	101	rectangle
1470156485430: 	shape continued	107	rectangle
1470156485439: 	shape continued	112	rectangle
1470156485448: 	shape continued	116	rectangle
1470156485455: 	shape continued	121	rectangle
1470156485464: 	shape continued	126	rectangle
1470156485472: 	shape continued	130	rectangle
1470156485480: 	shape continued	135	rectangle
1470156485489: 	shape continued	139	rectangle
1470156485497: 	shape continued	143	rectangle
1470156485505: 	shape continued	147	rectangle
1470156485514: 	shape continued	152	rectangle
1470156485522: 	shape continued	157	rectangle
1470156485530: 	shape continued	163	rectangle
1470156485539: 	shape continued	168	rectangle
1470156485548: 	shape continued	172	rectangle
1470156485555: 	shape continued	177	rectangle
1470156485564: 	shape continued	185	rectangle
1470156485571: 	shape continued	191	rectangle
1470156485580: 	shape continued	198	rectangle
1470156485589: 	shape continued	206	rectangle
1470156485183: 	acted on	innerText
1470156485231: 	sub-instrument	stop	shapes	false
1470156485244: 	deactivate	shapes
